VM,PowerState,OS according to the configuration file,CPUs,Memory,Provisioned (GB),Used (GB),Datacenter,Cluster,Host,Network #1,IP Address #1,Folder
app-03236,poweredOn,rhel 8.6,2,7168,162,81.0,dc3,cl-app,cl-app-esx01,dvPG-vlan10,10.30.58.138,/prod/app
srv-03238,poweredOn,ubuntu 22.04,4,15360,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan86,10.20.47.95,/prod/general
srv-03239,poweredOn,centos 7.9,4,15360,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan86,10.10.29.128,/staging/general
srv-03241,poweredOn,2019,5,6144,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan21,10.10.44.28,/prod/general
srv-03242,poweredOn,centos 7.9,6,13312,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan14,10.20.37.120,/dev/general
srv-03243,poweredOn,centos 7.9,4,14336,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan58,10.10.14.53,/dev/general
srv-03247,poweredOn,ubuntu 22.04,3,12288,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan28,10.20.44.92,/prod/general
db-03248,poweredOn,oracle linux 8.6,16,38912,475,237.5,dc2,cl-db,cl-db-esx01,dvPG-vlan41,10.20.37.121,/prod/db
app-03249,poweredOn,rhel 8.6,2,14336,169,84.5,dc1,cl-app,cl-app-esx01,dvPG-vlan48,10.10.40.151,/prod/app
srv-03250,poweredOn,debian 11,5,14336,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan24,10.20.20.72,/dev/general
srv-03251,poweredOn,centos 7.9,5,10240,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan53,10.20.9.100,/prod/general
app-03252,poweredOn,centos 7.9,4,16384,131,65.5,dc1,cl-app,cl-app-esx01,dvPG-vlan43,10.10.45.102,/prod/app
app-03253,poweredOn,rhel 8.6,7,12288,175,87.5,dc2,cl-app,cl-app-esx01,dvPG-vlan82,10.20.41.165,/prod/app
mon-03254,poweredOn,ubuntu 22.04,4,8192,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan38,10.10.29.131,/dev/monitoring
srv-03255,poweredOn,2019,4,10240,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan49,10.20.31.136,/prod/general
srv-03256,poweredOn,ubuntu 22.04,4,14336,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan22,10.20.4.115,/prod/general
srv-03257,poweredOn,2019,5,10240,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan13,10.30.13.82,/prod/general
app-03259,poweredOn,centos 7.9,3,10240,173,86.5,dc2,cl-app,cl-app-esx01,dvPG-vlan15,10.20.36.87,/prod/app
app-03262,poweredOn,ubuntu 22.04,2,8192,175,87.5,dc2,cl-app,cl-app-esx01,dvPG-vlan55,10.20.38.64,/prod/app
app-03263,poweredOn,ubuntu 22.04,7,11264,156,78.0,dc1,cl-app,cl-app-esx01,dvPG-vlan24,10.10.3.12,/dev/app
db-03264,poweredOn,centos 7.9,11,59392,467,233.5,dc1,cl-db,cl-db-esx01,dvPG-vlan70,10.10.24.146,/dev/db
srv-03265,poweredOn,centos 7.9,8,6144,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan28,10.10.39.25,/prod/general
db-03266,poweredOn,centos 7.9,14,53248,459,229.5,dc2,cl-db,cl-db-esx01,dvPG-vlan79,10.20.10.45,/prod/db
app-03268,poweredOn,ubuntu 22.04,8,9216,151,75.5,dc1,cl-app,cl-app-esx01,dvPG-vlan64,10.10.14.182,/prod/app
app-03269,poweredOn,ubuntu 22.04,5,16384,144,72.0,dc2,cl-app,cl-app-esx01,dvPG-vlan27,10.20.51.57,/prod/app
db-03270,poweredOn,centos 7.9,8,49152,497,248.5,dc1,cl-db,cl-db-esx01,dvPG-vlan41,10.10.12.179,/prod/db
web-03271,poweredOn,ubuntu 22.04,4,5120,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan33,10.10.2.244,/dev/web
app-03272,poweredOn,rhel 8.6,5,9216,168,84.0,dc2,cl-app,cl-app-esx01,dvPG-vlan14,10.20.30.199,/dev/app
web-03273,poweredOn,ubuntu 22.04,2,4096,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan84,10.20.4.55,/dev/web
srv-03274,poweredOn,debian 11,4,13312,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan24,10.10.11.235,/prod/general
web-03275,poweredOn,centos 8.4,4,5120,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan19,10.20.38.190,/prod/web
mon-03276,poweredOn,ubuntu 22.04,4,7168,40,20.0,dc2,cl-monitoring,cl-monitoring-esx01,dvPG-vlan38,10.20.55.88,/staging/monitoring
app-03277,poweredOn,centos 7.9,3,6144,139,69.5,dc1,cl-app,cl-app-esx01,dvPG-vlan75,10.10.36.228,/dev/app
app-03278,poweredOn,ubuntu 22.04,5,15360,165,82.5,dc1,cl-app,cl-app-esx01,dvPG-vlan51,10.10.19.160,/prod/app
db-03279,poweredOn,oracle linux 8.6,10,41984,494,247.0,dc1,cl-db,cl-db-esx01,dvPG-vlan13,10.10.43.134,/prod/db
srv-03280,poweredOn,ubuntu 22.04,5,13312,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan56,10.30.46.109,/prod/general
db-03281,poweredOn,oracle linux 8.6,10,50176,451,225.5,dc1,cl-db,cl-db-esx01,dvPG-vlan64,10.10.53.212,/prod/db
srv-03282,poweredOn,debian 11,5,6144,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan56,10.10.22.47,/prod/general
web-03283,poweredOn,ubuntu 22.04,4,7168,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan11,10.10.35.68,/prod/web
web-03284,poweredOn,ubuntu 22.04,3,6144,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan28,10.10.28.24,/prod/web
srv-03285,poweredOn,2019,3,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan75,10.10.39.36,/prod/general
srv-03286,poweredOn,ubuntu 22.04,5,14336,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan66,10.20.17.32,/staging/general
app-03287,poweredOn,ubuntu 22.04,3,11264,175,87.5,dc1,cl-app,cl-app-esx01,dvPG-vlan60,10.10.22.188,/prod/app
db-03288,poweredOn,centos 7.9,11,36864,486,243.0,dc3,cl-db,cl-db-esx01,dvPG-vlan57,10.30.20.122,/prod/db
app-03290,poweredOn,ubuntu 22.04,7,14336,168,84.0,dc2,cl-app,cl-app-esx01,dvPG-vlan20,10.20.6.149,/prod/app
srv-03291,poweredOn,debian 11,6,4096,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan75,10.10.31.2,/prod/general
srv-03292,poweredOn,2019,5,5120,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan17,10.10.7.244,/prod/general
db-03293,poweredOn,oracle linux 8.6,8,51200,478,239.0,dc1,cl-db,cl-db-esx01,dvPG-vlan86,10.10.24.189,/prod/db
app-03294,poweredOn,rhel 8.6,3,14336,135,67.5,dc1,cl-app,cl-app-esx01,dvPG-vlan14,10.10.21.19,/dev/app
srv-03295,poweredOn,centos 7.9,2,14336,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan13,10.20.48.94,/prod/general
db-03298,poweredOn,oracle linux 8.6,13,47104,497,248.5,dc1,cl-db,cl-db-esx01,dvPG-vlan49,10.10.48.117,/staging/db
app-03299,poweredOn,centos 7.9,4,6144,172,86.0,dc2,cl-app,cl-app-esx01,dvPG-vlan31,10.20.48.68,/prod/app
app-03300,poweredOn,centos 7.9,5,8192,180,90.0,dc2,cl-app,cl-app-esx01,dvPG-vlan56,10.20.19.12,/prod/app
app-03301,poweredOn,centos 7.9,3,11264,180,90.0,dc3,cl-app,cl-app-esx01,dvPG-vlan64,10.30.56.115,/dev/app
srv-03302,poweredOn,2019,7,13312,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan58,10.20.35.31,/staging/general
srv-03303,poweredOn,centos 7.9,8,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan48,10.10.51.119,/prod/general
app-03306,poweredOn,centos 7.9,6,13312,145,72.5,dc1,cl-app,cl-app-esx01,dvPG-vlan50,10.10.24.197,/prod/app
app-03307,poweredOn,ubuntu 22.04,7,13312,174,87.0,dc3,cl-app,cl-app-esx01,dvPG-vlan76,10.30.4.235,/prod/app
app-03308,poweredOn,rhel 8.6,8,5120,169,84.5,dc1,cl-app,cl-app-esx01,dvPG-vlan80,10.10.58.132,/dev/app
app-03310,poweredOn,rhel 8.6,5,15360,130,65.0,dc2,cl-app,cl-app-esx01,dvPG-vlan15,10.20.55.138,/prod/app
srv-03311,poweredOn,ubuntu 22.04,7,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan27,10.10.32.171,/prod/general
app-03312,poweredOn,ubuntu 22.04,4,12288,160,80.0,dc2,cl-app,cl-app-esx01,dvPG-vlan80,10.20.57.239,/staging/app
srv-03313,poweredOn,ubuntu 22.04,2,16384,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan79,10.10.39.188,/staging/general
app-03314,poweredOn,ubuntu 22.04,5,4096,176,88.0,dc1,cl-app,cl-app-esx01,dvPG-vlan80,10.10.7.125,/prod/app
srv-03315,poweredOn,2019,8,6144,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan78,10.10.32.88,/prod/general
app-03316,poweredOn,ubuntu 22.04,4,16384,157,78.5,dc2,cl-app,cl-app-esx01,dvPG-vlan89,10.20.29.223,/prod/app
srv-03317,poweredOn,2019,6,12288,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan75,10.30.18.86,/prod/general
app-03318,poweredOn,ubuntu 22.04,8,8192,138,69.0,dc1,cl-app,cl-app-esx01,dvPG-vlan84,10.10.59.158,/dev/app
srv-03319,poweredOn,ubuntu 22.04,5,4096,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan52,10.30.45.118,/prod/general
app-03321,poweredOn,ubuntu 22.04,5,13312,134,67.0,dc2,cl-app,cl-app-esx01,dvPG-vlan56,10.20.27.32,/prod/app
web-03322,poweredOn,ubuntu 22.04,2,5120,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan13,10.10.52.121,/staging/web
web-03324,poweredOn,ubuntu 22.04,2,5120,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan72,10.20.12.208,/prod/web
app-03325,poweredOn,ubuntu 22.04,7,14336,142,71.0,dc1,cl-app,cl-app-esx01,dvPG-vlan18,10.10.23.109,/prod/app
srv-03326,poweredOn,centos 7.9,3,14336,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan33,10.10.35.218,/prod/general
db-03327,poweredOn,oracle linux 8.6,16,35840,472,236.0,dc1,cl-db,cl-db-esx01,dvPG-vlan89,10.10.57.78,/dev/db
srv-03328,poweredOn,debian 11,6,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan20,10.10.54.77,/prod/general
db-03329,poweredOn,centos 7.9,10,44032,495,247.5,dc1,cl-db,cl-db-esx01,dvPG-vlan79,10.10.43.135,/prod/db
web-03330,poweredOn,centos 8.4,3,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan49,10.10.34.196,/prod/web
app-03331,poweredOn,rhel 8.6,3,15360,139,69.5,dc3,cl-app,cl-app-esx01,dvPG-vlan15,10.30.3.86,/staging/app
app-03332,poweredOn,rhel 8.6,3,14336,180,90.0,dc2,cl-app,cl-app-esx01,dvPG-vlan31,10.20.58.25,/prod/app
app-03333,poweredOn,centos 7.9,2,7168,180,90.0,dc3,cl-app,cl-app-esx01,dvPG-vlan66,10.30.19.34,/staging/app
srv-03334,poweredOn,2019,6,10240,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan33,10.30.50.88,/prod/general
db-03335,poweredOn,oracle linux 8.6,14,33792,478,239.0,dc1,cl-db,cl-db-esx01,dvPG-vlan81,10.10.59.125,/staging/db
app-03336,poweredOn,ubuntu 22.04,5,5120,144,72.0,dc1,cl-app,cl-app-esx01,dvPG-vlan44,10.10.35.60,/dev/app
srv-03339,poweredOn,2019,3,15360,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan67,10.20.23.210,/prod/general
srv-03340,poweredOn,centos 7.9,4,15360,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan53,10.10.10.86,/prod/general
app-03341,poweredOn,ubuntu 22.04,6,13312,158,79.0,dc2,cl-app,cl-app-esx01,dvPG-vlan68,10.20.38.205,/staging/app
web-03343,poweredOn,ubuntu 22.04,3,7168,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan58,10.10.56.89,/prod/web
srv-03347,poweredOn,2019,4,4096,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan17,10.10.21.54,/prod/general
app-03348,poweredOn,rhel 8.6,2,7168,145,72.5,dc1,cl-app,cl-app-esx01,dvPG-vlan74,10.10.45.32,/staging/app
db-03349,poweredOn,oracle linux 8.6,10,47104,485,242.5,dc1,cl-db,cl-db-esx01,dvPG-vlan19,10.10.21.230,/prod/db
app-03350,poweredOn,rhel 8.6,2,5120,142,71.0,dc1,cl-app,cl-app-esx01,dvPG-vlan51,10.10.54.208,/prod/app
web-03351,poweredOn,centos 8.4,2,7168,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan58,10.10.21.239,/prod/web
app-03352,poweredOn,ubuntu 22.04,7,13312,152,76.0,dc2,cl-app,cl-app-esx01,dvPG-vlan73,10.20.58.77,/prod/app
app-03353,poweredOn,ubuntu 22.04,6,13312,171,85.5,dc1,cl-app,cl-app-esx01,dvPG-vlan40,10.10.21.231,/prod/app
app-03355,poweredOn,ubuntu 22.04,3,15360,133,66.5,dc2,cl-app,cl-app-esx01,dvPG-vlan68,10.20.24.38,/prod/app
srv-03356,poweredOn,ubuntu 22.04,8,16384,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan90,10.20.5.158,/prod/general
db-03358,poweredOn,oracle linux 8.6,12,62464,453,226.5,dc1,cl-db,cl-db-esx01,dvPG-vlan34,10.10.10.78,/prod/db
srv-03359,poweredOn,debian 11,7,7168,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan46,10.30.48.74,/prod/general
app-03360,poweredOn,rhel 8.6,3,13312,180,90.0,dc2,cl-app,cl-app-esx01,dvPG-vlan12,10.20.42.215,/prod/app
cache-03361,poweredOn,centos 7.9,4,18432,40,20.0,dc3,cl-cache,cl-cache-esx01,dvPG-vlan31,10.30.54.170,/staging/cache
app-03362,poweredOn,rhel 8.6,4,13312,168,84.0,dc2,cl-app,cl-app-esx01,dvPG-vlan42,10.20.53.124,/prod/app
app-03363,poweredOn,rhel 8.6,3,6144,135,67.5,dc1,cl-app,cl-app-esx01,dvPG-vlan24,10.10.58.154,/prod/app
app-03364,poweredOn,ubuntu 22.04,7,15360,134,67.0,dc1,cl-app,cl-app-esx01,dvPG-vlan35,10.10.24.123,/dev/app
app-03365,poweredOn,rhel 8.6,6,10240,141,70.5,dc2,cl-app,cl-app-esx01,dvPG-vlan73,10.20.27.24,/prod/app
app-03366,poweredOn,centos 7.9,2,16384,174,87.0,dc1,cl-app,cl-app-esx01,dvPG-vlan36,10.10.6.228,/prod/app
db-03367,poweredOn,centos 7.9,8,37888,483,241.5,dc2,cl-db,cl-db-esx01,dvPG-vlan87,10.20.11.160,/prod/db
app-03368,poweredOn,rhel 8.6,7,12288,153,76.5,dc1,cl-app,cl-app-esx01,dvPG-vlan30,10.10.20.209,/staging/app
app-03369,poweredOn,rhel 8.6,2,14336,143,71.5,dc1,cl-app,cl-app-esx01,dvPG-vlan34,10.10.5.173,/prod/app
app-03370,poweredOn,rhel 8.6,7,15360,170,85.0,dc1,cl-app,cl-app-esx01,dvPG-vlan61,10.10.49.112,/prod/app
db-03371,poweredOn,oracle linux 8.6,9,63488,486,243.0,dc2,cl-db,cl-db-esx01,dvPG-vlan21,10.20.36.232,/prod/db
app-03373,poweredOn,centos 7.9,4,16384,146,73.0,dc1,cl-app,cl-app-esx01,dvPG-vlan76,10.10.32.21,/prod/app
db-03374,poweredOn,oracle linux 8.6,13,35840,472,236.0,dc1,cl-db,cl-db-esx01,dvPG-vlan68,10.10.46.41,/staging/db
app-03375,poweredOn,centos 7.9,8,10240,172,86.0,dc1,cl-app,cl-app-esx01,dvPG-vlan73,10.10.54.52,/staging/app
srv-03376,poweredOn,centos 7.9,2,14336,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan66,10.20.4.82,/dev/general
srv-03377,poweredOn,centos 7.9,3,16384,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan64,10.20.14.17,/staging/general
web-03378,poweredOn,ubuntu 22.04,2,4096,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan60,10.20.39.216,/prod/web
web-03379,poweredOn,centos 8.4,4,5120,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan73,10.10.4.9,/dev/web
app-03380,poweredOn,rhel 8.6,4,12288,134,67.0,dc2,cl-app,cl-app-esx01,dvPG-vlan45,10.20.56.235,/staging/app
srv-03382,poweredOn,2019,4,8192,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan31,10.10.13.161,/staging/general
app-03383,poweredOn,ubuntu 22.04,6,15360,150,75.0,dc1,cl-app,cl-app-esx01,dvPG-vlan79,10.10.34.219,/prod/app
srv-03384,poweredOn,ubuntu 22.04,7,9216,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan24,10.10.21.224,/prod/general
app-03385,poweredOn,centos 7.9,6,10240,140,70.0,dc3,cl-app,cl-app-esx01,dvPG-vlan40,10.30.34.222,/staging/app
web-03386,poweredOn,centos 8.4,4,7168,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan40,10.20.13.39,/prod/web
db-03387,poweredOn,centos 7.9,12,48128,467,233.5,dc1,cl-db,cl-db-esx01,dvPG-vlan76,10.10.27.109,/prod/db
web-03388,poweredOn,ubuntu 22.04,4,6144,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan61,10.10.9.11,/prod/web
app-03389,poweredOn,ubuntu 22.04,4,9216,146,73.0,dc1,cl-app,cl-app-esx01,dvPG-vlan55,10.10.3.33,/staging/app
db-03390,poweredOn,centos 7.9,16,38912,461,230.5,dc2,cl-db,cl-db-esx01,dvPG-vlan79,10.20.6.114,/prod/db
app-03391,poweredOn,ubuntu 22.04,7,7168,137,68.5,dc2,cl-app,cl-app-esx01,dvPG-vlan23,10.20.35.99,/staging/app
app-03392,poweredOn,centos 7.9,8,7168,177,88.5,dc1,cl-app,cl-app-esx01,dvPG-vlan12,10.10.11.104,/staging/app
srv-03393,poweredOn,debian 11,4,15360,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan60,10.10.17.46,/prod/general
db-03394,poweredOn,centos 7.9,14,65536,481,240.5,dc3,cl-db,cl-db-esx01,dvPG-vlan67,10.30.55.61,/staging/db
app-03395,poweredOn,ubuntu 22.04,8,4096,150,75.0,dc2,cl-app,cl-app-esx01,dvPG-vlan45,10.20.41.177,/prod/app
srv-03396,poweredOn,debian 11,7,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan21,10.10.1.24,/staging/general
db-03398,poweredOn,oracle linux 8.6,10,38912,463,231.5,dc2,cl-db,cl-db-esx01,dvPG-vlan59,10.20.48.225,/prod/db
srv-03399,poweredOn,ubuntu 22.04,6,9216,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan90,10.20.21.216,/prod/general
web-03400,poweredOn,centos 8.4,3,4096,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan56,10.20.44.237,/staging/web
app-03401,poweredOn,centos 7.9,2,7168,179,89.5,dc2,cl-app,cl-app-esx01,dvPG-vlan12,10.20.58.194,/prod/app
app-03402,poweredOn,rhel 8.6,7,8192,159,79.5,dc1,cl-app,cl-app-esx01,dvPG-vlan14,10.10.31.210,/prod/app
app-03403,poweredOn,ubuntu 22.04,3,16384,175,87.5,dc1,cl-app,cl-app-esx01,dvPG-vlan25,10.10.37.87,/prod/app
app-03404,poweredOn,centos 7.9,6,9216,148,74.0,dc2,cl-app,cl-app-esx01,dvPG-vlan27,10.20.37.86,/prod/app
srv-03405,poweredOn,2019,8,15360,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan31,10.10.31.89,/prod/general
db-03406,poweredOn,centos 7.9,9,59392,454,227.0,dc2,cl-db,cl-db-esx01,dvPG-vlan67,10.20.60.185,/dev/db
app-03407,poweredOn,ubuntu 22.04,5,13312,144,72.0,dc1,cl-app,cl-app-esx01,dvPG-vlan50,10.10.38.49,/prod/app
app-03410,poweredOn,rhel 8.6,4,11264,147,73.5,dc1,cl-app,cl-app-esx01,dvPG-vlan82,10.10.3.221,/prod/app
app-03411,poweredOn,ubuntu 22.04,2,15360,145,72.5,dc1,cl-app,cl-app-esx01,dvPG-vlan50,10.10.58.165,/dev/app
cache-03413,poweredOn,centos 7.9,4,17408,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan70,10.10.18.118,/dev/cache
app-03414,poweredOn,centos 7.9,4,12288,163,81.5,dc2,cl-app,cl-app-esx01,dvPG-vlan69,10.20.5.215,/prod/app
srv-03415,poweredOn,debian 11,2,15360,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan25,10.10.8.108,/dev/general
app-03416,poweredOn,ubuntu 22.04,4,8192,162,81.0,dc2,cl-app,cl-app-esx01,dvPG-vlan40,10.20.38.221,/prod/app
app-03417,poweredOn,rhel 8.6,5,9216,161,80.5,dc1,cl-app,cl-app-esx01,dvPG-vlan37,10.10.56.237,/staging/app
srv-03418,poweredOn,debian 11,7,6144,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan73,10.30.19.145,/prod/general
web-03419,poweredOn,centos 8.4,3,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan22,10.10.16.87,/prod/web
app-03420,poweredOn,rhel 8.6,7,16384,155,77.5,dc1,cl-app,cl-app-esx01,dvPG-vlan71,10.10.49.44,/prod/app
cache-03421,poweredOn,centos 7.9,4,28672,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan36,10.10.24.235,/prod/cache
db-03422,poweredOn,centos 7.9,13,62464,456,228.0,dc1,cl-db,cl-db-esx01,dvPG-vlan10,10.10.43.36,/prod/db
srv-03423,poweredOn,ubuntu 22.04,7,15360,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan67,10.20.54.7,/prod/general
app-03424,poweredOn,centos 7.9,5,12288,175,87.5,dc1,cl-app,cl-app-esx01,dvPG-vlan65,10.10.47.108,/staging/app
srv-03425,poweredOn,ubuntu 22.04,3,4096,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan75,10.20.3.148,/prod/general
app-03426,poweredOn,rhel 8.6,4,13312,164,82.0,dc2,cl-app,cl-app-esx01,dvPG-vlan66,10.20.47.79,/prod/app
srv-03427,poweredOn,ubuntu 22.04,6,10240,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan44,10.20.44.223,/prod/general
srv-03428,poweredOn,2019,4,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan86,10.10.18.24,/prod/general
db-03429,poweredOn,centos 7.9,15,50176,452,226.0,dc1,cl-db,cl-db-esx01,dvPG-vlan34,10.10.59.208,/prod/db
app-03430,poweredOn,centos 7.9,8,6144,133,66.5,dc1,cl-app,cl-app-esx01,dvPG-vlan37,10.10.40.59,/prod/app
app-03431,poweredOn,rhel 8.6,5,14336,158,79.0,dc1,cl-app,cl-app-esx01,dvPG-vlan38,10.10.60.97,/dev/app
app-03432,poweredOn,rhel 8.6,7,16384,179,89.5,dc3,cl-app,cl-app-esx01,dvPG-vlan15,10.30.53.68,/prod/app
mon-03433,poweredOn,ubuntu 22.04,3,4096,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan61,10.10.18.121,/prod/monitoring
mon-03434,poweredOn,ubuntu 22.04,2,5120,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan85,10.10.41.149,/prod/monitoring
srv-03435,poweredOn,centos 7.9,7,16384,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan62,10.20.47.198,/prod/general
app-03438,poweredOn,rhel 8.6,3,5120,175,87.5,dc2,cl-app,cl-app-esx01,dvPG-vlan16,10.20.53.180,/prod/app
app-03439,poweredOn,rhel 8.6,6,8192,177,88.5,dc1,cl-app,cl-app-esx01,dvPG-vlan67,10.10.3.54,/prod/app
app-03440,poweredOn,centos 7.9,3,7168,162,81.0,dc1,cl-app,cl-app-esx01,dvPG-vlan36,10.10.41.139,/staging/app
db-03441,poweredOn,oracle linux 8.6,14,37888,450,225.0,dc2,cl-db,cl-db-esx01,dvPG-vlan44,10.20.41.238,/prod/db
web-03442,poweredOn,ubuntu 22.04,2,8192,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan24,10.20.49.241,/prod/web
db-03443,poweredOn,oracle linux 8.6,14,33792,495,247.5,dc2,cl-db,cl-db-esx01,dvPG-vlan55,10.20.24.218,/staging/db
app-03444,poweredOn,rhel 8.6,8,15360,144,72.0,dc1,cl-app,cl-app-esx01,dvPG-vlan69,10.10.35.204,/prod/app
web-03446,poweredOn,ubuntu 22.04,4,5120,40,20.0,dc3,cl-web,cl-web-esx01,dvPG-vlan83,10.30.36.56,/prod/web
app-03447,poweredOn,rhel 8.6,5,13312,143,71.5,dc1,cl-app,cl-app-esx01,dvPG-vlan37,10.10.44.134,/dev/app
app-03448,poweredOn,ubuntu 22.04,2,7168,156,78.0,dc1,cl-app,cl-app-esx01,dvPG-vlan54,10.10.38.174,/prod/app
srv-03449,poweredOn,centos 7.9,7,14336,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan77,10.10.28.113,/staging/general
web-03450,poweredOn,centos 8.4,3,7168,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan48,10.10.6.224,/prod/web
srv-03451,poweredOn,2019,3,6144,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan10,10.10.57.189,/prod/general
app-03452,poweredOn,ubuntu 22.04,3,8192,152,76.0,dc1,cl-app,cl-app-esx01,dvPG-vlan82,10.10.7.85,/prod/app
srv-03453,poweredOn,ubuntu 22.04,7,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan87,10.10.15.154,/prod/general
app-03454,poweredOn,ubuntu 22.04,6,8192,148,74.0,dc1,cl-app,cl-app-esx01,dvPG-vlan63,10.10.51.192,/prod/app
app-03455,poweredOn,rhel 8.6,7,9216,133,66.5,dc1,cl-app,cl-app-esx01,dvPG-vlan29,10.10.14.10,/prod/app
mon-03456,poweredOn,ubuntu 22.04,2,5120,40,20.0,dc3,cl-monitoring,cl-monitoring-esx01,dvPG-vlan58,10.30.25.173,/staging/monitoring
app-03457,poweredOn,rhel 8.6,3,9216,141,70.5,dc2,cl-app,cl-app-esx01,dvPG-vlan31,10.20.47.182,/staging/app
srv-03458,poweredOn,ubuntu 22.04,4,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan60,10.10.5.111,/prod/general
app-03459,poweredOn,centos 7.9,6,5120,176,88.0,dc1,cl-app,cl-app-esx01,dvPG-vlan12,10.10.28.103,/prod/app
mon-03460,poweredOn,ubuntu 22.04,4,5120,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan81,10.10.50.198,/prod/monitoring
