VM,Disk,Capacity (GB),Disk Mode,Disk Type,Path
srv-02846,Hard disk 1,50,persistent,THIN,/
app-02847,Hard disk 1,50,persistent,THIN,/
app-02847,Hard disk 2,120,persistent,THIN,/data
app-02848,Hard disk 1,50,persistent,THIN,/
app-02848,Hard disk 2,106,persistent,THIN,/data
db-02849,Hard disk 1,50,persistent,THIN,/
db-02849,Hard disk 2,430,persistent,THIN,/data
app-02850,Hard disk 1,50,persistent,THIN,/
app-02850,Hard disk 2,123,persistent,THIN,/data
srv-02851,Hard disk 1,50,persistent,THIN,/
srv-02852,Hard disk 1,50,persistent,THIN,/
app-02853,Hard disk 1,50,persistent,THIN,/
app-02853,Hard disk 2,90,persistent,THIN,/data
db-02854,Hard disk 1,50,persistent,THIN,/
db-02854,Hard disk 2,437,persistent,THIN,/data
db-02856,Hard disk 1,50,persistent,THIN,/
db-02856,Hard disk 2,407,persistent,THIN,/data
db-02857,Hard disk 1,50,persistent,THIN,/
db-02857,Hard disk 2,406,persistent,THIN,/data
web-02858,Hard disk 1,40,persistent,THIN,/
app-02859,Hard disk 1,50,persistent,THIN,/
app-02859,Hard disk 2,106,persistent,THIN,/data
app-02860,Hard disk 1,50,persistent,THIN,/
app-02860,Hard disk 2,93,persistent,THIN,/data
srv-02861,Hard disk 1,50,persistent,THIN,/
db-02862,Hard disk 1,50,persistent,THIN,/
db-02862,Hard disk 2,444,persistent,THIN,/data
web-02863,Hard disk 1,40,persistent,THIN,/
app-02864,Hard disk 1,50,persistent,THIN,/
app-02864,Hard disk 2,103,persistent,THIN,/data
srv-02865,Hard disk 1,50,persistent,THIN,/
db-02866,Hard disk 1,50,persistent,THIN,/
db-02866,Hard disk 2,409,persistent,THIN,/data
srv-02867,Hard disk 1,50,persistent,THIN,/
db-02868,Hard disk 1,50,persistent,THIN,/
db-02868,Hard disk 2,445,persistent,THIN,/data
app-02872,Hard disk 1,50,persistent,THIN,/
app-02872,Hard disk 2,86,persistent,THIN,/data
db-02873,Hard disk 1,50,persistent,THIN,/
db-02873,Hard disk 2,439,persistent,THIN,/data
app-02874,Hard disk 1,50,persistent,THIN,/
app-02874,Hard disk 2,98,persistent,THIN,/data
srv-02876,Hard disk 1,50,persistent,THIN,/
app-02877,Hard disk 1,50,persistent,THIN,/
app-02877,Hard disk 2,128,persistent,THIN,/data
srv-02878,Hard disk 1,50,persistent,THIN,/
app-02879,Hard disk 1,50,persistent,THIN,/
app-02879,Hard disk 2,127,persistent,THIN,/data
web-02880,Hard disk 1,40,persistent,THIN,/
db-02881,Hard disk 1,50,persistent,THIN,/
db-02881,Hard disk 2,408,persistent,THIN,/data
srv-02882,Hard disk 1,50,persistent,THIN,/
app-02884,Hard disk 1,50,persistent,THIN,/
app-02884,Hard disk 2,118,persistent,THIN,/data
srv-02885,Hard disk 1,50,persistent,THIN,/
srv-02886,Hard disk 1,50,persistent,THIN,/
app-02887,Hard disk 1,50,persistent,THIN,/
app-02887,Hard disk 2,92,persistent,THIN,/data
web-02888,Hard disk 1,40,persistent,THIN,/
app-02889,Hard disk 1,50,persistent,THIN,/
app-02889,Hard disk 2,129,persistent,THIN,/data
srv-02890,Hard disk 1,50,persistent,THIN,/
app-02891,Hard disk 1,50,persistent,THIN,/
app-02891,Hard disk 2,128,persistent,THIN,/data
app-02893,Hard disk 1,50,persistent,THIN,/
app-02893,Hard disk 2,109,persistent,THIN,/data
srv-02894,Hard disk 1,50,persistent,THIN,/
srv-02895,Hard disk 1,50,persistent,THIN,/
web-02896,Hard disk 1,40,persistent,THIN,/
srv-02897,Hard disk 1,50,persistent,THIN,/
srv-02898,Hard disk 1,50,persistent,THIN,/
web-02899,Hard disk 1,40,persistent,THIN,/
web-02900,Hard disk 1,40,persistent,THIN,/
app-02901,Hard disk 1,50,persistent,THIN,/
app-02901,Hard disk 2,81,persistent,THIN,/data
app-02902,Hard disk 1,50,persistent,THIN,/
app-02902,Hard disk 2,94,persistent,THIN,/data
app-02903,Hard disk 1,50,persistent,THIN,/
app-02903,Hard disk 2,84,persistent,THIN,/data
srv-02904,Hard disk 1,50,persistent,THIN,/
srv-02905,Hard disk 1,50,persistent,THIN,/
srv-02906,Hard disk 1,50,persistent,THIN,/
cache-02907,Hard disk 1,40,persistent,THIN,/
srv-02908,Hard disk 1,50,persistent,THIN,/
app-02909,Hard disk 1,50,persistent,THIN,/
app-02909,Hard disk 2,109,persistent,THIN,/data
db-02910,Hard disk 1,50,persistent,THIN,/
db-02910,Hard disk 2,413,persistent,THIN,/data
app-02911,Hard disk 1,50,persistent,THIN,/
app-02911,Hard disk 2,127,persistent,THIN,/data
app-02912,Hard disk 1,50,persistent,THIN,/
app-02912,Hard disk 2,85,persistent,THIN,/data
srv-02914,Hard disk 1,50,persistent,THIN,/
srv-02915,Hard disk 1,50,persistent,THIN,/
srv-02917,Hard disk 1,50,persistent,THIN,/
srv-02918,Hard disk 1,50,persistent,THIN,/
app-02919,Hard disk 1,50,persistent,THIN,/
app-02919,Hard disk 2,82,persistent,THIN,/data
cache-02920,Hard disk 1,40,persistent,THIN,/
srv-02922,Hard disk 1,50,persistent,THIN,/
app-02923,Hard disk 1,50,persistent,THIN,/
app-02923,Hard disk 2,117,persistent,THIN,/data
srv-02924,Hard disk 1,50,persistent,THIN,/
srv-02925,Hard disk 1,50,persistent,THIN,/
web-02926,Hard disk 1,40,persistent,THIN,/
db-02927,Hard disk 1,50,persistent,THIN,/
db-02927,Hard disk 2,424,persistent,THIN,/data
srv-02928,Hard disk 1,50,persistent,THIN,/
db-02929,Hard disk 1,50,persistent,THIN,/
db-02929,Hard disk 2,445,persistent,THIN,/data
db-02930,Hard disk 1,50,persistent,THIN,/
db-02930,Hard disk 2,411,persistent,THIN,/data
app-02931,Hard disk 1,50,persistent,THIN,/
app-02931,Hard disk 2,111,persistent,THIN,/data
web-02932,Hard disk 1,40,persistent,THIN,/
app-02933,Hard disk 1,50,persistent,THIN,/
app-02933,Hard disk 2,86,persistent,THIN,/data
srv-02934,Hard disk 1,50,persistent,THIN,/
srv-02935,Hard disk 1,50,persistent,THIN,/
srv-02936,Hard disk 1,50,persistent,THIN,/
srv-02937,Hard disk 1,50,persistent,THIN,/
srv-02938,Hard disk 1,50,persistent,THIN,/
srv-02939,Hard disk 1,50,persistent,THIN,/
srv-02940,Hard disk 1,50,persistent,THIN,/
app-02941,Hard disk 1,50,persistent,THIN,/
app-02941,Hard disk 2,114,persistent,THIN,/data
app-02942,Hard disk 1,50,persistent,THIN,/
app-02942,Hard disk 2,96,persistent,THIN,/data
app-02943,Hard disk 1,50,persistent,THIN,/
app-02943,Hard disk 2,118,persistent,THIN,/data
cache-02944,Hard disk 1,40,persistent,THIN,/
app-02945,Hard disk 1,50,persistent,THIN,/
app-02945,Hard disk 2,103,persistent,THIN,/data
srv-02946,Hard disk 1,50,persistent,THIN,/
db-02947,Hard disk 1,50,persistent,THIN,/
db-02947,Hard disk 2,429,persistent,THIN,/data
mon-02948,Hard disk 1,40,persistent,THIN,/
web-02950,Hard disk 1,40,persistent,THIN,/
app-02954,Hard disk 1,50,persistent,THIN,/
app-02954,Hard disk 2,80,persistent,THIN,/data
cache-02955,Hard disk 1,40,persistent,THIN,/
app-02956,Hard disk 1,50,persistent,THIN,/
app-02956,Hard disk 2,111,persistent,THIN,/data
app-02957,Hard disk 1,50,persistent,THIN,/
app-02957,Hard disk 2,91,persistent,THIN,/data
app-02958,Hard disk 1,50,persistent,THIN,/
app-02958,Hard disk 2,81,persistent,THIN,/data
app-02959,Hard disk 1,50,persistent,THIN,/
app-02959,Hard disk 2,102,persistent,THIN,/data
srv-02960,Hard disk 1,50,persistent,THIN,/
app-02961,Hard disk 1,50,persistent,THIN,/
app-02961,Hard disk 2,124,persistent,THIN,/data
app-02962,Hard disk 1,50,persistent,THIN,/
app-02962,Hard disk 2,115,persistent,THIN,/data
db-02963,Hard disk 1,50,persistent,THIN,/
db-02963,Hard disk 2,415,persistent,THIN,/data
app-02964,Hard disk 1,50,persistent,THIN,/
app-02964,Hard disk 2,85,persistent,THIN,/data
srv-02965,Hard disk 1,50,persistent,THIN,/
srv-02966,Hard disk 1,50,persistent,THIN,/
srv-02967,Hard disk 1,50,persistent,THIN,/
app-02969,Hard disk 1,50,persistent,THIN,/
app-02969,Hard disk 2,126,persistent,THIN,/data
app-02970,Hard disk 1,50,persistent,THIN,/
app-02970,Hard disk 2,120,persistent,THIN,/data
mon-02971,Hard disk 1,40,persistent,THIN,/
srv-02973,Hard disk 1,50,persistent,THIN,/
app-02975,Hard disk 1,50,persistent,THIN,/
app-02975,Hard disk 2,110,persistent,THIN,/data
srv-02976,Hard disk 1,50,persistent,THIN,/
srv-02977,Hard disk 1,50,persistent,THIN,/
web-02978,Hard disk 1,40,persistent,THIN,/
web-02979,Hard disk 1,40,persistent,THIN,/
db-02980,Hard disk 1,50,persistent,THIN,/
db-02980,Hard disk 2,432,persistent,THIN,/data
app-02981,Hard disk 1,50,persistent,THIN,/
app-02981,Hard disk 2,110,persistent,THIN,/data
app-02982,Hard disk 1,50,persistent,THIN,/
app-02982,Hard disk 2,129,persistent,THIN,/data
app-02983,Hard disk 1,50,persistent,THIN,/
app-02983,Hard disk 2,124,persistent,THIN,/data
srv-02984,Hard disk 1,50,persistent,THIN,/
srv-02985,Hard disk 1,50,persistent,THIN,/
srv-02986,Hard disk 1,50,persistent,THIN,/
app-02987,Hard disk 1,50,persistent,THIN,/
app-02987,Hard disk 2,111,persistent,THIN,/data
app-02988,Hard disk 1,50,persistent,THIN,/
app-02988,Hard disk 2,84,persistent,THIN,/data
mon-02990,Hard disk 1,40,persistent,THIN,/
db-02991,Hard disk 1,50,persistent,THIN,/
db-02991,Hard disk 2,424,persistent,THIN,/data
web-02992,Hard disk 1,40,persistent,THIN,/
web-02993,Hard disk 1,40,persistent,THIN,/
app-02995,Hard disk 1,50,persistent,THIN,/
app-02995,Hard disk 2,119,persistent,THIN,/data
app-02996,Hard disk 1,50,persistent,THIN,/
app-02996,Hard disk 2,108,persistent,THIN,/data
web-02997,Hard disk 1,40,persistent,THIN,/
app-02998,Hard disk 1,50,persistent,THIN,/
app-02998,Hard disk 2,122,persistent,THIN,/data
app-02999,Hard disk 1,50,persistent,THIN,/
app-02999,Hard disk 2,129,persistent,THIN,/data
srv-03000,Hard disk 1,50,persistent,THIN,/
app-03001,Hard disk 1,50,persistent,THIN,/
app-03001,Hard disk 2,96,persistent,THIN,/data
web-03002,Hard disk 1,40,persistent,THIN,/
app-03004,Hard disk 1,50,persistent,THIN,/
app-03004,Hard disk 2,109,persistent,THIN,/data
srv-03006,Hard disk 1,50,persistent,THIN,/
web-03007,Hard disk 1,40,persistent,THIN,/
mon-03008,Hard disk 1,40,persistent,THIN,/
app-03010,Hard disk 1,50,persistent,THIN,/
app-03010,Hard disk 2,98,persistent,THIN,/data
cache-03013,Hard disk 1,40,persistent,THIN,/
app-03014,Hard disk 1,50,persistent,THIN,/
app-03014,Hard disk 2,107,persistent,THIN,/data
web-03015,Hard disk 1,40,persistent,THIN,/
app-03017,Hard disk 1,50,persistent,THIN,/
app-03017,Hard disk 2,118,persistent,THIN,/data
srv-03018,Hard disk 1,50,persistent,THIN,/
app-03019,Hard disk 1,50,persistent,THIN,/
app-03019,Hard disk 2,124,persistent,THIN,/data
db-03020,Hard disk 1,50,persistent,THIN,/
db-03020,Hard disk 2,423,persistent,THIN,/data
web-03021,Hard disk 1,40,persistent,THIN,/
srv-03022,Hard disk 1,50,persistent,THIN,/
app-03023,Hard disk 1,50,persistent,THIN,/
app-03023,Hard disk 2,88,persistent,THIN,/data
srv-03024,Hard disk 1,50,persistent,THIN,/
srv-03025,Hard disk 1,50,persistent,THIN,/
srv-03026,Hard disk 1,50,persistent,THIN,/
app-03029,Hard disk 1,50,persistent,THIN,/
app-03029,Hard disk 2,126,persistent,THIN,/data
db-03030,Hard disk 1,50,persistent,THIN,/
db-03030,Hard disk 2,410,persistent,THIN,/data
srv-03031,Hard disk 1,50,persistent,THIN,/
app-03032,Hard disk 1,50,persistent,THIN,/
app-03032,Hard disk 2,129,persistent,THIN,/data
srv-03033,Hard disk 1,50,persistent,THIN,/
app-03034,Hard disk 1,50,persistent,THIN,/
app-03034,Hard disk 2,106,persistent,THIN,/data
app-03036,Hard disk 1,50,persistent,THIN,/
app-03036,Hard disk 2,122,persistent,THIN,/data
web-03037,Hard disk 1,40,persistent,THIN,/
srv-03039,Hard disk 1,50,persistent,THIN,/
srv-03040,Hard disk 1,50,persistent,THIN,/
db-03041,Hard disk 1,50,persistent,THIN,/
db-03041,Hard disk 2,417,persistent,THIN,/data
app-03042,Hard disk 1,50,persistent,THIN,/
app-03042,Hard disk 2,101,persistent,THIN,/data
web-03043,Hard disk 1,40,persistent,THIN,/
web-03044,Hard disk 1,40,persistent,THIN,/
db-03045,Hard disk 1,50,persistent,THIN,/
db-03045,Hard disk 2,405,persistent,THIN,/data
app-03046,Hard disk 1,50,persistent,THIN,/
app-03046,Hard disk 2,90,persistent,THIN,/data
app-03047,Hard disk 1,50,persistent,THIN,/
app-03047,Hard disk 2,120,persistent,THIN,/data
srv-03050,Hard disk 1,50,persistent,THIN,/
db-03051,Hard disk 1,50,persistent,THIN,/
db-03051,Hard disk 2,448,persistent,THIN,/data
web-03052,Hard disk 1,40,persistent,THIN,/
srv-03053,Hard disk 1,50,persistent,THIN,/
app-03054,Hard disk 1,50,persistent,THIN,/
app-03054,Hard disk 2,101,persistent,THIN,/data
srv-03055,Hard disk 1,50,persistent,THIN,/
cache-03056,Hard disk 1,40,persistent,THIN,/
app-03057,Hard disk 1,50,persistent,THIN,/
app-03057,Hard disk 2,125,persistent,THIN,/data
srv-03058,Hard disk 1,50,persistent,THIN,/
app-03059,Hard disk 1,50,persistent,THIN,/
app-03059,Hard disk 2,116,persistent,THIN,/data
app-03060,Hard disk 1,50,persistent,THIN,/
app-03060,Hard disk 2,93,persistent,THIN,/data
app-03061,Hard disk 1,50,persistent,THIN,/
app-03061,Hard disk 2,107,persistent,THIN,/data
srv-03063,Hard disk 1,50,persistent,THIN,/
app-03064,Hard disk 1,50,persistent,THIN,/
app-03064,Hard disk 2,84,persistent,THIN,/data
app-03065,Hard disk 1,50,persistent,THIN,/
app-03065,Hard disk 2,122,persistent,THIN,/data
web-03066,Hard disk 1,40,persistent,THIN,/
app-03067,Hard disk 1,50,persistent,THIN,/
app-03067,Hard disk 2,81,persistent,THIN,/data
cache-03068,Hard disk 1,40,persistent,THIN,/
srv-03069,Hard disk 1,50,persistent,THIN,/
app-03070,Hard disk 1,50,persistent,THIN,/
app-03070,Hard disk 2,110,persistent,THIN,/data
app-03071,Hard disk 1,50,persistent,THIN,/
app-03071,Hard disk 2,103,persistent,THIN,/data
srv-03072,Hard disk 1,50,persistent,THIN,/
app-03073,Hard disk 1,50,persistent,THIN,/
app-03073,Hard disk 2,108,persistent,THIN,/data
web-03074,Hard disk 1,40,persistent,THIN,/
srv-03075,Hard disk 1,50,persistent,THIN,/
srv-03076,Hard disk 1,50,persistent,THIN,/
app-03077,Hard disk 1,50,persistent,THIN,/
app-03077,Hard disk 2,91,persistent,THIN,/data
srv-03078,Hard disk 1,50,persistent,THIN,/
db-03079,Hard disk 1,50,persistent,THIN,/
db-03079,Hard disk 2,419,persistent,THIN,/data
app-03081,Hard disk 1,50,persistent,THIN,/
app-03081,Hard disk 2,84,persistent,THIN,/data
srv-03082,Hard disk 1,50,persistent,THIN,/
app-03083,Hard disk 1,50,persistent,THIN,/
app-03083,Hard disk 2,126,persistent,THIN,/data
app-03084,Hard disk 1,50,persistent,THIN,/
app-03084,Hard disk 2,80,persistent,THIN,/data
srv-03085,Hard disk 1,50,persistent,THIN,/
app-03086,Hard disk 1,50,persistent,THIN,/
app-03086,Hard disk 2,111,persistent,THIN,/data
app-03087,Hard disk 1,50,persistent,THIN,/
app-03087,Hard disk 2,103,persistent,THIN,/data
srv-03089,Hard disk 1,50,persistent,THIN,/
web-03090,Hard disk 1,40,persistent,THIN,/
app-03094,Hard disk 1,50,persistent,THIN,/
app-03094,Hard disk 2,130,persistent,THIN,/data
srv-03096,Hard disk 1,50,persistent,THIN,/
app-03097,Hard disk 1,50,persistent,THIN,/
app-03097,Hard disk 2,82,persistent,THIN,/data
srv-03099,Hard disk 1,50,persistent,THIN,/
db-03100,Hard disk 1,50,persistent,THIN,/
db-03100,Hard disk 2,408,persistent,THIN,/data
app-03101,Hard disk 1,50,persistent,THIN,/
app-03101,Hard disk 2,85,persistent,THIN,/data
srv-03102,Hard disk 1,50,persistent,THIN,/
app-03103,Hard disk 1,50,persistent,THIN,/
app-03103,Hard disk 2,116,persistent,THIN,/data
srv-03104,Hard disk 1,50,persistent,THIN,/
srv-03105,Hard disk 1,50,persistent,THIN,/
app-03107,Hard disk 1,50,persistent,THIN,/
app-03107,Hard disk 2,126,persistent,THIN,/data
app-03108,Hard disk 1,50,persistent,THIN,/
app-03108,Hard disk 2,109,persistent,THIN,/data
app-03109,Hard disk 1,50,persistent,THIN,/
app-03109,Hard disk 2,100,persistent,THIN,/data
mon-03111,Hard disk 1,40,persistent,THIN,/
cache-03112,Hard disk 1,40,persistent,THIN,/
app-03113,Hard disk 1,50,persistent,THIN,/
app-03113,Hard disk 2,112,persistent,THIN,/data
srv-03114,Hard disk 1,50,persistent,THIN,/
app-03115,Hard disk 1,50,persistent,THIN,/
app-03115,Hard disk 2,96,persistent,THIN,/data
app-03117,Hard disk 1,50,persistent,THIN,/
app-03117,Hard disk 2,102,persistent,THIN,/data
db-03118,Hard disk 1,50,persistent,THIN,/
db-03118,Hard disk 2,441,persistent,THIN,/data
srv-03119,Hard disk 1,50,persistent,THIN,/
app-03120,Hard disk 1,50,persistent,THIN,/
app-03120,Hard disk 2,85,persistent,THIN,/data
srv-03121,Hard disk 1,50,persistent,THIN,/
srv-03122,Hard disk 1,50,persistent,THIN,/
app-03123,Hard disk 1,50,persistent,THIN,/
app-03123,Hard disk 2,106,persistent,THIN,/data
app-03124,Hard disk 1,50,persistent,THIN,/
app-03124,Hard disk 2,114,persistent,THIN,/data
srv-03125,Hard disk 1,50,persistent,THIN,/
app-03126,Hard disk 1,50,persistent,THIN,/
app-03126,Hard disk 2,122,persistent,THIN,/data
app-03128,Hard disk 1,50,persistent,THIN,/
app-03128,Hard disk 2,86,persistent,THIN,/data
mon-03129,Hard disk 1,40,persistent,THIN,/
srv-03130,Hard disk 1,50,persistent,THIN,/
db-03131,Hard disk 1,50,persistent,THIN,/
db-03131,Hard disk 2,402,persistent,THIN,/data
web-03132,Hard disk 1,40,persistent,THIN,/
srv-03133,Hard disk 1,50,persistent,THIN,/
web-03134,Hard disk 1,40,persistent,THIN,/
srv-03135,Hard disk 1,50,persistent,THIN,/
web-03137,Hard disk 1,40,persistent,THIN,/
srv-03138,Hard disk 1,50,persistent,THIN,/
app-03140,Hard disk 1,50,persistent,THIN,/
app-03140,Hard disk 2,101,persistent,THIN,/data
app-03141,Hard disk 1,50,persistent,THIN,/
app-03141,Hard disk 2,111,persistent,THIN,/data
db-03142,Hard disk 1,50,persistent,THIN,/
db-03142,Hard disk 2,406,persistent,THIN,/data
app-03143,Hard disk 1,50,persistent,THIN,/
app-03143,Hard disk 2,98,persistent,THIN,/data
srv-03144,Hard disk 1,50,persistent,THIN,/
web-03145,Hard disk 1,40,persistent,THIN,/
app-03146,Hard disk 1,50,persistent,THIN,/
app-03146,Hard disk 2,90,persistent,THIN,/data
app-03147,Hard disk 1,50,persistent,THIN,/
app-03147,Hard disk 2,121,persistent,THIN,/data
app-03148,Hard disk 1,50,persistent,THIN,/
app-03148,Hard disk 2,86,persistent,THIN,/data
app-03150,Hard disk 1,50,persistent,THIN,/
app-03150,Hard disk 2,109,persistent,THIN,/data
srv-03151,Hard disk 1,50,persistent,THIN,/
app-03152,Hard disk 1,50,persistent,THIN,/
app-03152,Hard disk 2,84,persistent,THIN,/data
web-03153,Hard disk 1,40,persistent,THIN,/
db-03154,Hard disk 1,50,persistent,THIN,/
db-03154,Hard disk 2,408,persistent,THIN,/data
web-03155,Hard disk 1,40,persistent,THIN,/
app-03156,Hard disk 1,50,persistent,THIN,/
app-03156,Hard disk 2,99,persistent,THIN,/data
app-03157,Hard disk 1,50,persistent,THIN,/
app-03157,Hard disk 2,120,persistent,THIN,/data
srv-03158,Hard disk 1,50,persistent,THIN,/
app-03159,Hard disk 1,50,persistent,THIN,/
app-03159,Hard disk 2,86,persistent,THIN,/data
srv-03160,Hard disk 1,50,persistent,THIN,/
web-03161,Hard disk 1,40,persistent,THIN,/
db-03162,Hard disk 1,50,persistent,THIN,/
db-03162,Hard disk 2,445,persistent,THIN,/data
app-03163,Hard disk 1,50,persistent,THIN,/
app-03163,Hard disk 2,112,persistent,THIN,/data
web-03164,Hard disk 1,40,persistent,THIN,/
app-03165,Hard disk 1,50,persistent,THIN,/
app-03165,Hard disk 2,110,persistent,THIN,/data
srv-03166,Hard disk 1,50,persistent,THIN,/
app-03167,Hard disk 1,50,persistent,THIN,/
app-03167,Hard disk 2,113,persistent,THIN,/data
app-03168,Hard disk 1,50,persistent,THIN,/
app-03168,Hard disk 2,85,persistent,THIN,/data
srv-03169,Hard disk 1,50,persistent,THIN,/
app-03170,Hard disk 1,50,persistent,THIN,/
app-03170,Hard disk 2,85,persistent,THIN,/data
app-03171,Hard disk 1,50,persistent,THIN,/
app-03171,Hard disk 2,105,persistent,THIN,/data
web-03172,Hard disk 1,40,persistent,THIN,/
app-03173,Hard disk 1,50,persistent,THIN,/
app-03173,Hard disk 2,121,persistent,THIN,/data
web-03174,Hard disk 1,40,persistent,THIN,/
db-03175,Hard disk 1,50,persistent,THIN,/
db-03175,Hard disk 2,402,persistent,THIN,/data
db-03176,Hard disk 1,50,persistent,THIN,/
db-03176,Hard disk 2,417,persistent,THIN,/data
app-03177,Hard disk 1,50,persistent,THIN,/
app-03177,Hard disk 2,117,persistent,THIN,/data
web-03178,Hard disk 1,40,persistent,THIN,/
app-03179,Hard disk 1,50,persistent,THIN,/
app-03179,Hard disk 2,126,persistent,THIN,/data
app-03180,Hard disk 1,50,persistent,THIN,/
app-03180,Hard disk 2,105,persistent,THIN,/data
app-03181,Hard disk 1,50,persistent,THIN,/
app-03181,Hard disk 2,86,persistent,THIN,/data
app-03182,Hard disk 1,50,persistent,THIN,/
app-03182,Hard disk 2,125,persistent,THIN,/data
